Sample_Key	MD5_R1	File_R1	MD5_R2	File_R2
YF-4364-RE068-2A_S87_L002	e6874440bbeafcb22e01b170dd54105d	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE068-2A_1	YF-4364-RE068-2A_S87_L002_R1_001.fastq.gz	0c563999ad54c08db55f7951bf88d12e	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE068-2A_1	YF-4364-RE068-2A_S87_L002_R2_001.fastq.gz
YF-4364-RE038-1A_S13_L001	ebc6709ca30f2203540b3f61bc488596	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE038-1A	YF-4364-RE038-1A_S13_L001_R1_001.fastq.gz	dc27db1f796f09f61aa0fb7de3897473	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE038-1A	YF-4364-RE038-1A_S13_L001_R2_001.fastq.gz
YF-4364-RE066-1A1-2-pool_S85_L002	105cfb8f7e8d52e58d0844f686db020f	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE066-1A1-2-pool_1	YF-4364-RE066-1A1-2-pool_S85_L002_R1_001.fastq.gz	174c68e9887e3f77b891567f6ecf945f	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE066-1A1-2-pool_1	YF-4364-RE066-1A1-2-pool_S85_L002_R2_001.fastq.gz
YF-4364-RE043-1A_S63_L002	f43977d67f0a493bf011b71e2cfb57e8	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE043-1A_1	YF-4364-RE043-1A_S63_L002_R1_001.fastq.gz	39da7c23410c3e4b7f286c515a752807	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE043-1A_1	YF-4364-RE043-1A_S63_L002_R2_001.fastq.gz
YF-4364-RE034-2A_S54_L002	0f8158fec853dd168cbd8112783ed48f	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE034-2A_1	YF-4364-RE034-2A_S54_L002_R1_001.fastq.gz	6a21d8620583c11aeb574731afa649b2	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE034-2A_1	YF-4364-RE034-2A_S54_L002_R2_001.fastq.gz
YF-4364-RE047-1A_S22_L001	7cfa0ba3643895de216564b5b3f113ef	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE047-1A	YF-4364-RE047-1A_S22_L001_R1_001.fastq.gz	5916616eff5b667818f937009581bcfd	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE047-1A	YF-4364-RE047-1A_S22_L001_R2_001.fastq.gz
YF-4364-RE055-1A_S30_L001	38c98a6dec51095ab02aedb36f5ba4de	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE055-1A	YF-4364-RE055-1A_S30_L001_R1_001.fastq.gz	b5ec3f1276e3b18496b9ffd66c79ae49	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE055-1A	YF-4364-RE055-1A_S30_L001_R2_001.fastq.gz
YF-4364-RE042-1A2-4-pool_S17_L001	c05d2a21c5dcd856800b4e0e3518aa37	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE042-1A2-4-pool	YF-4364-RE042-1A2-4-pool_S17_L001_R1_001.fastq.gz	e0c0cd04529337f886811e6cb58f56d4	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE042-1A2-4-pool	YF-4364-RE042-1A2-4-pool_S17_L001_R2_001.fastq.gz
YF-4364-RE039-1A_S59_L002	4a3ed2413c70dd518cce0f44501cf737	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE039-1A_1	YF-4364-RE039-1A_S59_L002_R1_001.fastq.gz	7187c95be8e4a5b80f9123f4b1bccb8a	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE039-1A_1	YF-4364-RE039-1A_S59_L002_R2_001.fastq.gz
YF-4364-RE054-2A_S74_L002	e7a9c6f391362e9af66b8b965cc2d931	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE054-2A_1	YF-4364-RE054-2A_S74_L002_R1_001.fastq.gz	0f410c50d2224413b5ff43b587173533	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE054-2A_1	YF-4364-RE054-2A_S74_L002_R2_001.fastq.gz
YF-4364-RE068-2A_S42_L001	3ff058bdbbb7273b2dec6f12558e93a0	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE068-2A	YF-4364-RE068-2A_S42_L001_R1_001.fastq.gz	9f2ba5b4d56205a1a89529269594f27b	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE068-2A	YF-4364-RE068-2A_S42_L001_R2_001.fastq.gz
YF-4364-RE036-1A_S56_L002	bd0ef4268295e5270ba3fc6cdb1c7b67	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE036-1A_1	YF-4364-RE036-1A_S56_L002_R1_001.fastq.gz	46629bf4e5757c85bd9c827904b64a20	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE036-1A_1	YF-4364-RE036-1A_S56_L002_R2_001.fastq.gz
YF-4364-RE059-1A_S79_L002	6eee6571ef4160595d25faa390b1df53	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE059-1A_1	YF-4364-RE059-1A_S79_L002_R1_001.fastq.gz	9dc8fb30a384e27fca3b0edb13797c07	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE059-1A_1	YF-4364-RE059-1A_S79_L002_R2_001.fastq.gz
YF-4364-RE070-1A_S44_L001	300ce563e5c2409b0da67fdfb310b531	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE070-1A	YF-4364-RE070-1A_S44_L001_R1_001.fastq.gz	63abddb93784e4827967eb7dbab77418	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE070-1A	YF-4364-RE070-1A_S44_L001_R2_001.fastq.gz
YF-4364-RE062-1A_S82_L002	1d3479957ff8416d5501972c2ab1d8e2	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE062-1A_1	YF-4364-RE062-1A_S82_L002_R1_001.fastq.gz	9913c9811e33ac5511f79b0af55eea0e	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE062-1A_1	YF-4364-RE062-1A_S82_L002_R2_001.fastq.gz
YF-4364-RE057-1A_S32_L001	906cfa0d4958de56d12bde43a570c615	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE057-1A	YF-4364-RE057-1A_S32_L001_R1_001.fastq.gz	30a0a84eae971b04137f355fd8f0036f	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE057-1A	YF-4364-RE057-1A_S32_L001_R2_001.fastq.gz
YF-4364-RE053-1A_S73_L002	e3f48a2258cf49473420e64df33c2f21	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE053-1A_1	YF-4364-RE053-1A_S73_L002_R1_001.fastq.gz	79a95cff59ec6bb49a20cc5765ceaa7c	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE053-1A_1	YF-4364-RE053-1A_S73_L002_R2_001.fastq.gz
YF-4364-RE069-1A_S43_L001	955d1429d2ab46133d253bd85c16f12b	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE069-1A	YF-4364-RE069-1A_S43_L001_R1_001.fastq.gz	3d04ea0d643efb1daa40f4af93b9c571	20260217_LH00217_0327_B23JJFLLT4	Sample_YF-4364-RE069-1A	YF-4364-RE069-1A_S43_L001_R2_001.fastq.gz
