center	scientific_name	tolid	common_names	biosample_accession	sample_tube_or_well_id	sample_coordinator	recipe	aim	locus_tag	alt_assembly	alt_annotation	instrument	library_selection	library_strategy	library_name	exp_attr	lib_attr	insert_size	yield	forward_file_name	forward_file_md5	reverse_file_name	reverse_file_md5	native_file_name	native_file_md5	file_name	file_md5				
SCILIFELAB	Stenosis austini	icSteAust8	-	SAMEA116289230	LV6000912687	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE059-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE059-1A_S79_L002_R1_001.fastq.gz	6eee6571ef4160595d25faa390b1df53	YF-4364-RE059-1A_S79_L002_R2_001.fastq.gz	9dc8fb30a384e27fca3b0edb13797c07								
SCILIFELAB	Aphis hillerislambersi	ihAphHill9	-	SAMEA116282515	LV6000904602	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE060-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE060-1A_S35_L001_R1_001.fastq.gz	ba9786c0639668c97844bd443ac90cb0	YF-4364-RE060-1A_S35_L001_R2_001.fastq.gz	dd51d814b48bc1c5d2b76c4aa989c3e6								
SCILIFELAB	Aphis hillerislambersi	ihAphHill9	-	SAMEA116282515	LV6000904602	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE060-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE060-1A_S80_L002_R1_001.fastq.gz	24cfbcdfecb66df2004a25c556fa3510	YF-4364-RE060-1A_S80_L002_R2_001.fastq.gz	38e3e97e2271a4331d03ca5c4c268c3f								
SCILIFELAB	Bombus ruderatus	iyBomRudr2	-	SAMEA116283034	LV6000905150	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE061-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE061-1A_S36_L001_R1_001.fastq.gz	e37c3b4b167c16dc2c2858ef239b598a	YF-4364-RE061-1A_S36_L001_R2_001.fastq.gz	dc4e68760508d49372a15aeca0c8ed3b								
SCILIFELAB	Bombus ruderatus	iyBomRudr2	-	SAMEA116283034	LV6000905150	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE061-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE061-1A_S81_L002_R1_001.fastq.gz	5e41fc0a5757542f45202c3199291e60	YF-4364-RE061-1A_S81_L002_R2_001.fastq.gz	b140963f243bd96c8ff17cb6201319c2								
SCILIFELAB	Dactylopius coccus	ihDacCocc7	-	SAMEA116283222	LV6000903709	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE062-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE062-1A_S37_L001_R1_001.fastq.gz	64ba9ff41397198abcf7949d46552b68	YF-4364-RE062-1A_S37_L001_R2_001.fastq.gz	69e8282d86e9a3b3682d4cc3c59f6f51								
SCILIFELAB	Dactylopius coccus	ihDacCocc7	-	SAMEA116283222	LV6000903709	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE062-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE062-1A_S82_L002_R1_001.fastq.gz	1d3479957ff8416d5501972c2ab1d8e2	YF-4364-RE062-1A_S82_L002_R2_001.fastq.gz	9913c9811e33ac5511f79b0af55eea0e								
SCILIFELAB	Scarites abbreviatus	icScaAbbr4	-	SAMEA116326156	LV6000905033	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE064-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE064-1A_S38_L001_R1_001.fastq.gz	7b320b4db24f9467b4c8415ea7337851	YF-4364-RE064-1A_S38_L001_R2_001.fastq.gz	3ed9c1870e07464282b33508c6620456								
SCILIFELAB	Scarites abbreviatus	icScaAbbr4	-	SAMEA116326156	LV6000905033	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE064-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE064-1A_S83_L002_R1_001.fastq.gz	67128792199e035c68d1b839f79b2324	YF-4364-RE064-1A_S83_L002_R2_001.fastq.gz	9d277502b926122f494f813894ca0620								
SCILIFELAB	Monachus monachus	mMonMoa1	-	SAMEA117387579	FS42549316	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE065-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE065-1A_S39_L001_R1_001.fastq.gz	5fd4584efd4134180175ec0101a2c0ff	YF-4364-RE065-1A_S39_L001_R2_001.fastq.gz	b2163763ad2b99e0f7f0a2d00e8aa14e								
SCILIFELAB	Monachus monachus	mMonMoa1	-	SAMEA117387579	FS42549316	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE065-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE065-1A_S84_L002_R1_001.fastq.gz	6ab1955b3ace53c81dfeef91b2b4393a	YF-4364-RE065-1A_S84_L002_R2_001.fastq.gz	d10146b7f7b9682d54b11fb26e3240ea								
SCILIFELAB	Hydrurus foetidus	uoHydFoet1	-	SAMEA114553221	TM2301_HydFoe_25-4-23	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE066-1A1-2-pool	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE066-1A1-2-pool_S40_L001_R1_001.fastq.gz	5a4ae8199eebdc2c78b011f3e4a6c3b2	YF-4364-RE066-1A1-2-pool_S40_L001_R2_001.fastq.gz	d84908b914cd2bec4b52df97ea87b527								
SCILIFELAB	Hydrurus foetidus	uoHydFoet1	-	SAMEA114553221	TM2301_HydFoe_25-4-23	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE066-1A1-2-pool	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE066-1A1-2-pool_S85_L002_R1_001.fastq.gz	105cfb8f7e8d52e58d0844f686db020f	YF-4364-RE066-1A1-2-pool_S85_L002_R2_001.fastq.gz	174c68e9887e3f77b891567f6ecf945f								
SCILIFELAB	Agrilus gianassoi	icAgrGian4	-	SAMEA116289312	LV6000912612	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE067-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE067-1A_S41_L001_R1_001.fastq.gz	f180b267c6999906b47601b8af504b36	YF-4364-RE067-1A_S41_L001_R2_001.fastq.gz	4317acf90aa975012b4c5c2167d4ca25								
SCILIFELAB	Agrilus gianassoi	icAgrGian4	-	SAMEA116289312	LV6000912612	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE067-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE067-1A_S86_L002_R1_001.fastq.gz	b9ff797fa5458464ceb342533cb85cc4	YF-4364-RE067-1A_S86_L002_R2_001.fastq.gz	27ac9b3ebdc46ec6d84a84591cdbd2dd								
SCILIFELAB	Brachydesmus stygivagus	qdBraStyg3	-	SAMEA115929028	LV6000914151_LV6000914150	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE068-2A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE068-2A_S42_L001_R1_001.fastq.gz	3ff058bdbbb7273b2dec6f12558e93a0	YF-4364-RE068-2A_S42_L001_R2_001.fastq.gz	9f2ba5b4d56205a1a89529269594f27b								
SCILIFELAB	Brachydesmus stygivagus	qdBraStyg3	-	SAMEA115929028	LV6000914151_LV6000914150	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE068-2A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE068-2A_S87_L002_R1_001.fastq.gz	e6874440bbeafcb22e01b170dd54105d	YF-4364-RE068-2A_S87_L002_R2_001.fastq.gz	0c563999ad54c08db55f7951bf88d12e								
SCILIFELAB	Maniola cypricola	ilManCypr4	-	SAMEA116289206	LV6000912707	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE070-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE070-1A_S44_L001_R1_001.fastq.gz	300ce563e5c2409b0da67fdfb310b531	YF-4364-RE070-1A_S44_L001_R2_001.fastq.gz	63abddb93784e4827967eb7dbab77418								
SCILIFELAB	Maniola cypricola	ilManCypr4	-	SAMEA116289206	LV6000912707	-	-	assembly	-	no	no	Illumina NovaSeq X	Oligo-dT	RNA-Seq	YF-4364-RE070-1A	-	LIBRARY_CONSTRUCTION_PROTOCOL:The RNA sequencing library is prepared using the TruSeq Stranded mRNA Library Preparation Kit with poly-A selection (cat# 20020595, Illumina Inc.). Library preparation is performed according to the manufacturer's protocol (#1000000040498). Before library preparation, the quality and quantity of the samples are evaluated using either the Fragment Analyzer system (DNF-471 kit) or the TapeStation 4200 (RNA ScreenTape), both systems from Agilent Technologies.	150	-	YF-4364-RE070-1A_S89_L002_R1_001.fastq.gz	3ca3b31200afe76625415a5478a48669	YF-4364-RE070-1A_S89_L002_R2_001.fastq.gz	15b1daac563074abf985b7940ca89453								
