ERX16161540	exp_heTriNodu_Illumina_RNA-Seq_TnoduSample004_YF-4364-RE026-1A
ERX16161541	exp_gfCryBron_Illumina_RNA-Seq_DSM_104551_18__DSM_104551_19__DSM_104551_20__DSM_104551_21_YF-4364-RE027-1A1-2-pool
ERX16161542	exp_qmNipGamm_Illumina_RNA-Seq_DE105_012_YF-4364-RE028-1A
ERX16161543	exp_kaClaLepa_Illumina_RNA-Seq_FS42549324_YF-4364-RE029-1A
ERX16161544	exp_kaMicSqua_Illumina_RNA-Seq_FS42549335_YF-4364-RE030-1A
ERX16161545	exp_icLapAnag_Illumina_RNA-Seq_FS38819785_YF-4364-RE031-1A
ERX16161546	exp_qqTroLibu_Illumina_RNA-Seq_FF03939993_FF03939999_YF-4364-RE033-2A
ERX16161547	exp_qqRhoMagi_Illumina_RNA-Seq_H000528066_H000535907_YF-4364-RE034-2A
ERX16161548	exp_qqStaHerc_Illumina_RNA-Seq_H000528904_YF-4364-RE035-1A
ERX16161549	exp_inOsmFulv_Illumina_RNA-Seq_FS55571897_YF-4364-RE036-1A
ERX16161550	exp_rTriTgu_Illumina_RNA-Seq_TT1_TT3_TT4_TT5_YF-4364-RE037-1A1-2-pool
ERX16161551	exp_icProCypr_Illumina_RNA-Seq_LV6000912292_YF-4364-RE038-1A
ERX16161552	exp_qqAegCypr_Illumina_RNA-Seq_LV6000912370_YF-4364-RE039-1A
ERX16161553	exp_qqAgeOrie_Illumina_RNA-Seq_LV6000912408_YF-4364-RE040-1A
ERX16161554	exp_qqArtNeph_Illumina_RNA-Seq_LV6000659173_YF-4364-RE041-2A
ERX16161555	exp_qqButKunt_Illumina_RNA-Seq_LV6000912364_LV6000912379_LV6000912355_YF-4364-RE042-1A2-4-pool
ERX16161556	exp_qqLycPrae_Illumina_RNA-Seq_LV6000912302_YF-4364-RE043-1A
ERX16161557	exp_iqAioThal_Illumina_RNA-Seq_LV6000904914_YF-4364-RE044-1A
ERX16161558	exp_iqDecAlbi_Illumina_RNA-Seq_LV6000905102_YF-4364-RE045-1A
ERX16161559	exp_iqPlaFalx_Illumina_RNA-Seq_LV6000903691_YF-4364-RE046-1A
ERX16161560	exp_iqSphRube_Illumina_RNA-Seq_LV6000908963_YF-4364-RE047-1A
ERX16161561	exp_iyAntRoge_Illumina_RNA-Seq_LV6000659260_YF-4364-RE048-1A
ERX16161562	exp_iyCatAphr_Illumina_RNA-Seq_LV6000912123_YF-4364-RE049-1A
ERX16161563	exp_iyCerCypr_Illumina_RNA-Seq_LV6000912598_YF-4364-RE050-1A
ERX16161564	exp_iyColCypr_Illumina_RNA-Seq_LV6000911862_YF-4364-RE051-1A
ERX16161565	exp_ihConPter_Illumina_RNA-Seq_LV6000912627_YF-4364-RE052-1A
ERX16161566	exp_iyEucMavr_Illumina_RNA-Seq_LV6000911915_YF-4364-RE053-1A
ERX16161567	exp_icEutAnna_Illumina_RNA-Seq_LV6000912026_YF-4364-RE054-2A
ERX16161568	exp_iyHalNico_Illumina_RNA-Seq_LV6000911861_YF-4364-RE055-1A
ERX16161569	exp_iyMegPost_Illumina_RNA-Seq_LV6000912700_LV6000912692_YF-4364-RE056-1A
ERX16161570	exp_iyMesBuce_Illumina_RNA-Seq_LV6000912124_YF-4364-RE057-1A
ERX16161571	exp_iyMesOrie_Illumina_RNA-Seq_LV6000912109_YF-4364-RE058-1A
ERX16161572	exp_icSteAust_Illumina_RNA-Seq_LV6000912687_YF-4364-RE059-1A
ERX16161573	exp_ihAphHill_Illumina_RNA-Seq_LV6000904602_YF-4364-RE060-1A
ERX16161574	exp_iyBomRudr_Illumina_RNA-Seq_LV6000905150_YF-4364-RE061-1A
ERX16161575	exp_ihDacCocc_Illumina_RNA-Seq_LV6000903709_YF-4364-RE062-1A
ERX16161576	exp_icScaAbbr_Illumina_RNA-Seq_LV6000905033_YF-4364-RE064-1A
ERX16161577	exp_mMonMoa_Illumina_RNA-Seq_FS42549316_YF-4364-RE065-1A
ERX16161578	exp_uoHydFoet_Illumina_RNA-Seq_TM2301_HydFoe_25-4-23_YF-4364-RE066-1A1-2-pool
ERX16161579	exp_icAgrGian_Illumina_RNA-Seq_LV6000912612_YF-4364-RE067-1A
ERX16161580	exp_qdBraStyg_Illumina_RNA-Seq_LV6000914151_LV6000914150_YF-4364-RE068-2A
ERX16161581	exp_ilManCypr_Illumina_RNA-Seq_LV6000912707_YF-4364-RE070-1A
ERR16768420	run_heTriNodu_Illumina_RNA-Seq_TnoduSample004_YF-4364-RE026-1A_fastq_1
ERR16768421	run_heTriNodu_Illumina_RNA-Seq_TnoduSample004_YF-4364-RE026-1A_fastq_2
ERR16768422	run_gfCryBron_Illumina_RNA-Seq_DSM_104551_18__DSM_104551_19__DSM_104551_20__DSM_104551_21_YF-4364-RE027-1A1-2-pool_fastq_1
ERR16768423	run_gfCryBron_Illumina_RNA-Seq_DSM_104551_18__DSM_104551_19__DSM_104551_20__DSM_104551_21_YF-4364-RE027-1A1-2-pool_fastq_2
