Year    Week  City          vartype.table_file              run_report_file                          ENA run accession    BioSample accession    ENA project accession
2022    29    Stockholm     is_183_0124.varType.table.tsv    run_report_samples_is_183_0117-0132.pdf    ERR11280974          SAMEA113373649         PRJEB60156
2022    29    Malmö         is_183_0125.varType.table.tsv    run_report_samples_is_183_0117-0132.pdf    ERR11280975          SAMEA113373650         PRJEB60156
2022    31    Stockholm     is_183_0126.varType.table.tsv    run_report_samples_is_183_0117-0132.pdf    ERR11280976          SAMEA113373651         PRJEB60156
2022    31    Malmö         is_183_0127.varType.table.tsv    run_report_samples_is_183_0117-0132.pdf    ERR11280977          SAMEA113373652         PRJEB60156
2022    33    Stockholm     is_183_0128.varType.table.tsv    run_report_samples_is_183_0117-0132.pdf    ERR11280978          SAMEA113373653         PRJEB60156
2022    33    Malmö         is_183_0129.varType.table.tsv    run_report_samples_is_183_0117-0132.pdf    ERR11280979          SAMEA113373654         PRJEB60156
2022    36    Stockholm     is_183_0130.varType.table.tsv    run_report_samples_is_183_0117-0132.pdf    ERR11280980          SAMEA113373655         PRJEB60156
2022    36    Malmö         is_183_0131.varType.table.tsv    run_report_samples_is_183_0117-0132.pdf    ERR11280981          SAMEA113373656         PRJEB60156
2022    25    Malmö         is_183_0132.varType.table.tsv    run_report_samples_is_183_0117-0132.pdf    ERR11280982          SAMEA113373657         PRJEB60156
2022    33    Uppsala       is_184_0101.varType.table.tsv    run_report_samples_is_184_0101-0116.pdf    ERR11280983          SAMEA113373667         PRJEB60156
2022    28    Umeå          is_184_0102.varType.table.tsv    run_report_samples_is_184_0101-0116.pdf    ERR11280984          SAMEA113373668         PRJEB60156
2022    28    Kalmar        is_184_0103.varType.table.tsv    run_report_samples_is_184_0101-0116.pdf    ERR11280985          SAMEA113373669         PRJEB60156
2022    28    Uppsala       is_184_0104.varType.table.tsv    run_report_samples_is_184_0101-0116.pdf    ERR11280986          SAMEA113373670         PRJEB60156
2022    26    Kalmar        is_184_0105.varType.table.tsv    run_report_samples_is_184_0101-0116.pdf    ERR11280987          SAMEA113373671         PRJEB60156
2022    26    Umeå          is_184_0106.varType.table.tsv    run_report_samples_is_184_0101-0116.pdf    ERR11280988          SAMEA113373672         PRJEB60156
2022    26    Uppsala       is_184_0107.varType.table.tsv    run_report_samples_is_184_0101-0116.pdf    ERR11280989          SAMEA113373673         PRJEB60156
2022    38    Kalmar        is_184_0108.varType.table.tsv    run_report_samples_is_184_0101-0116.pdf    ERR11280990          SAMEA113373674         PRJEB60156
2022    38    Umeå          is_184_0109.varType.table.tsv    run_report_samples_is_184_0101-0116.pdf    ERR11280991          SAMEA113373675         PRJEB60156
2022    38    Uppsala       is_184_0110.varType.table.tsv    run_report_samples_is_184_0101-0116.pdf    ERR11280992          SAMEA113373676         PRJEB60156
2022    37    Kalmar        is_184_0111.varType.table.tsv    run_report_samples_is_184_0101-0116.pdf    ERR11280993          SAMEA113373677         PRJEB60156
2022    37    Umeå          is_184_0112.varType.table.tsv    run_report_samples_is_184_0101-0116.pdf    ERR11280994          SAMEA113373678         PRJEB60156
2022    37    Uppsala       is_184_0113.varType.table.tsv    run_report_samples_is_184_0101-0116.pdf    ERR11280995          SAMEA113373679         PRJEB60156
2022    39    Umeå          is_184_0114.varType.table.tsv    run_report_samples_is_184_0101-0116.pdf    ERR11280996          SAMEA113373680         PRJEB60156
2022    39    Kalmar        is_184_0115.varType.table.tsv    run_report_samples_is_184_0101-0116.pdf    ERR11280997          SAMEA113373681         PRJEB60156
2022    39    Uppsala       is_184_0116.varType.table.tsv    run_report_samples_is_184_0101-0116.pdf    ERR11280998          SAMEA113373682         PRJEB60156
2022    28    Örebro        is_184_0117.varType.table.tsv    run_report_samples_is_184_0117-0132.pdf    ERR11280999          SAMEA113373683         PRJEB60156
2022    26    Örebro        is_184_0118.varType.table.tsv    run_report_samples_is_184_0117-0132.pdf    ERR11281000          SAMEA113373684         PRJEB60156
2022    38    Örebro        is_184_0119.varType.table.tsv    run_report_samples_is_184_0117-0132.pdf    ERR11281001          SAMEA113373685         PRJEB60156
2022    37    Örebro        is_184_0120.varType.table.tsv    run_report_samples_is_184_0117-0132.pdf    ERR11281002          SAMEA113373686         PRJEB60156
2022    39    Örebro        is_184_0121.varType.table.tsv    run_report_samples_is_184_0117-0132.pdf    ERR11281003          SAMEA113373687         PRJEB60156
2022    26    Stockholm     is_184_0122.varType.table.tsv    run_report_samples_is_184_0117-0132.pdf    ERR11281004          SAMEA113373688         PRJEB60156
2022    26    Malmö         is_184_0123.varType.table.tsv    run_report_samples_is_184_0117-0132.pdf    ERR11281005          SAMEA113373689         PRJEB60156
2022    28    Stockholm     is_184_0124.varType.table.tsv    run_report_samples_is_184_0117-0132.pdf    ERR11281006          SAMEA113373690         PRJEB60156
2022    35    Örebro        is_184_0125.varType.table.tsv    run_report_samples_is_184_0117-0132.pdf    ERR11281007          SAMEA113373691         PRJEB60156
2022    35    Stockholm     is_184_0126.varType.table.tsv    run_report_samples_is_184_0117-0132.pdf    ERR11281008          SAMEA113373692         PRJEB60156
2022    37    Stockholm     is_184_0127.varType.table.tsv    run_report_samples_is_184_0117-0132.pdf    ERR11281009          SAMEA113373693         PRJEB60156
2022    37    Malmö         is_184_0128.varType.table.tsv    run_report_samples_is_184_0117-0132.pdf    ERR11281010          SAMEA113373694         PRJEB60156
2022    38    Stockholm     is_184_0129.varType.table.tsv    run_report_samples_is_184_0117-0132.pdf    ERR11281011          SAMEA113373695         PRJEB60156
2022    38    Malmö         is_184_0130.varType.table.tsv    run_report_samples_is_184_0117-0132.pdf    ERR11281012          SAMEA113373696         PRJEB60156
2022    39    Stockholm     is_184_0131.varType.table.tsv    run_report_samples_is_184_0117-0132.pdf    ERR11281013          SAMEA113373697         PRJEB60156
2022    39    Malmö         is_184_0132.varType.table.tsv    run_report_samples_is_184_0117-0132.pdf    ERR11281014          SAMEA113373698         PRJEB60156
2022    40    Uppsala       is_185_0101.varType.table.tsv    run_report_samples_is_185_0101-0116.pdf    ERR11281015          SAMEA113373711         PRJEB60156
2022    40    Örebro        is_185_0102.varType.table.tsv    run_report_samples_is_185_0101-0116.pdf    ERR11281016          SAMEA113373713         PRJEB60156
2022    40    Umeå          is_185_0103.varType.table.tsv    run_report_samples_is_185_0101-0116.pdf    ERR11281017          SAMEA113373714         PRJEB60156
2022    40    Kalmar        is_185_0104.varType.table.tsv    run_report_samples_is_185_0101-0116.pdf    ERR11281018          SAMEA113373715         PRJEB60156
2022    41    Örebro        is_185_0105.varType.table.tsv    run_report_samples_is_185_0101-0116.pdf    ERR11281019          SAMEA113373716         PRJEB60156
2022    41    Umeå          is_185_0106.varType.table.tsv    run_report_samples_is_185_0101-0116.pdf    ERR11281020          SAMEA113373717         PRJEB60156
2022    41    Kalmar        is_185_0107.varType.table.tsv    run_report_samples_is_185_0101-0116.pdf    ERR11281021          SAMEA113373718         PRJEB60156
2022    42    Uppsala       is_185_0108.varType.table.tsv    run_report_samples_is_185_0101-0116.pdf    ERR11281022          SAMEA113373719         PRJEB60156
2022    42    Örebro        is_185_0109.varType.table.tsv    run_report_samples_is_185_0101-0116.pdf    ERR11281023          SAMEA113373720         PRJEB60156
2022    42    Umeå          is_185_0110.varType.table.tsv    run_report_samples_is_185_0101-0116.pdf    ERR11281024          SAMEA113373721         PRJEB60156
2022    42    Kalmar        is_185_0111.varType.table.tsv    run_report_samples_is_185_0101-0116.pdf    ERR11281025          SAMEA113373722         PRJEB60156
2022    42    Jönköping     is_185_0112.varType.table.tsv    run_report_samples_is_185_0101-0116.pdf    ERR11281026          SAMEA113373723         PRJEB60156
2022    33    Kalmar        is_185_0113.varType.table.tsv    run_report_samples_is_185_0101-0116.pdf    ERR11281027          SAMEA113373724         PRJEB60156
2022    35    Uppsala       is_185_0114.varType.table.tsv    run_report_samples_is_185_0101-0116.pdf    ERR11281028          SAMEA113373725         PRJEB60156
2022    35    Umeå          is_185_0115.varType.table.tsv    run_report_samples_is_185_0101-0116.pdf    ERR11281029          SAMEA113373726         PRJEB60156
2022    35    Kalmar        is_185_0116.varType.table.tsv    run_report_samples_is_185_0101-0116.pdf    ERR11281030          SAMEA113373727         PRJEB60156
2022    33    Umeå          is_185_0119.varType.table.tsv    run_report_samples_is_185_0119-0132.pdf    ERR11281031          SAMEA113373728         PRJEB60156
2022    33    Örebro        is_185_0120.varType.table.tsv    run_report_samples_is_185_0119-0132.pdf    ERR11281032          SAMEA113373729         PRJEB60156
2022    28    Malmö         is_185_0121.varType.table.tsv    run_report_samples_is_185_0119-0132.pdf    ERR11281033          SAMEA113373730         PRJEB60156
2022    35    Malmö         is_185_0122.varType.table.tsv    run_report_samples_is_185_0119-0132.pdf    ERR11281034          SAMEA113373731         PRJEB60156
2022    32    Stockholm     is_185_0123.varType.table.tsv    run_report_samples_is_185_0119-0132.pdf    ERR11281035          SAMEA113373732         PRJEB60156
2022    32    Malmö         is_185_0124.varType.table.tsv    run_report_samples_is_185_0119-0132.pdf    ERR11281036          SAMEA113373733         PRJEB60156
2022    34    Stockholm     is_185_0125.varType.table.tsv    run_report_samples_is_185_0119-0132.pdf    ERR11281037          SAMEA113373734         PRJEB60156
2022    34    Malmö         is_185_0126.varType.table.tsv    run_report_samples_is_185_0119-0132.pdf    ERR11281038          SAMEA113373735         PRJEB60156
2022    40    Stockholm     is_185_0127.varType.table.tsv    run_report_samples_is_185_0119-0132.pdf    ERR11281039          SAMEA113373736         PRJEB60156
2022    40    Malmö         is_185_0128.varType.table.tsv    run_report_samples_is_185_0119-0132.pdf    ERR11281040          SAMEA113373737         PRJEB60156
2022    41    Stockholm     is_185_0129.varType.table.tsv    run_report_samples_is_185_0119-0132.pdf    ERR11281041          SAMEA113373738         PRJEB60156
2022    41    Malmö         is_185_0130.varType.table.tsv    run_report_samples_is_185_0119-0132.pdf    ERR11281042          SAMEA113373739         PRJEB60156
2022    42    Stockholm     is_185_0131.varType.table.tsv    run_report_samples_is_185_0119-0132.pdf    ERR11281043          SAMEA113373740         PRJEB60156
2022    42    Malmö         is_185_0132.varType.table.tsv    run_report_samples_is_185_0119-0132.pdf    ERR11281044          SAMEA113373741         PRJEB60156
2022    32    Örebro        is_186_0101.varType.table.tsv    run_report_samples_is_186_0101-0116.pdf    ERR11281045          SAMEA113373754         PRJEB60156
2022    32    Umeå          is_186_0102.varType.table.tsv    run_report_samples_is_186_0101-0116.pdf    ERR11281046          SAMEA113373755         PRJEB60156
2022    32    Uppsala       is_186_0103.varType.table.tsv    run_report_samples_is_186_0101-0116.pdf    ERR11281047          SAMEA113373756         PRJEB60156
2022    43    Kalmar        is_186_0104.varType.table.tsv    run_report_samples_is_186_0101-0116.pdf    ERR11281048          SAMEA113373757         PRJEB60156
2022    43    Örebro        is_186_0105.varType.table.tsv    run_report_samples_is_186_0101-0116.pdf    ERR11281049          SAMEA113373758         PRJEB60156
2022    43    Umeå          is_186_0106.varType.table.tsv    run_report_samples_is_186_0101-0116.pdf    ERR11281050          SAMEA113373759         PRJEB60156
2022    43    Uppsala       is_186_0107.varType.table.tsv    run_report_samples_is_186_0101-0116.pdf    ERR11281051          SAMEA113373760         PRJEB60156
2022    43    Helsingborg   is_186_0108.varType.table.tsv    run_report_samples_is_186_0101-0116.pdf    ERR11281052          SAMEA113373761         PRJEB60156
2022    43    Jönköping     is_186_0109.varType.table.tsv    run_report_samples_is_186_0101-0116.pdf    ERR11281053          SAMEA113373762         PRJEB60156
2022    43    Västerås      is_186_0110.varType.table.tsv    run_report_samples_is_186_0101-0116.pdf    ERR11281054          SAMEA113373763         PRJEB60156
2022    43    Östersund     is_186_0111.varType.table.tsv    run_report_samples_is_186_0101-0116.pdf    ERR11281055          SAMEA113373764         PRJEB60156
2022    44    Kalmar        is_186_0112.varType.table.tsv    run_report_samples_is_186_0101-0116.pdf    ERR11281056          SAMEA113373765         PRJEB60156
2022    44    Örebro        is_186_0113.varType.table.tsv    run_report_samples_is_186_0101-0116.pdf    ERR11281057          SAMEA113373766         PRJEB60156
2022    44    Umeå          is_186_0114.varType.table.tsv    run_report_samples_is_186_0101-0116.pdf    ERR11281058          SAMEA113373767         PRJEB60156
2022    44    Uppsala       is_186_0115.varType.table.tsv    run_report_samples_is_186_0101-0116.pdf    ERR11281059          SAMEA113373768         PRJEB60156
2022    44    Helsingborg   is_186_0116.varType.table.tsv    run_report_samples_is_186_0101-0116.pdf    ERR11281060          SAMEA113373769         PRJEB60156
2022    44    Jönköping     is_186_0117.varType.table.tsv    run_report_samples_is_186_0117-0132.pdf    ERR11281061          SAMEA113373770         PRJEB60156
2022    44    Västerås      is_186_0118.varType.table.tsv    run_report_samples_is_186_0117-0132.pdf    ERR11281062          SAMEA113373771         PRJEB60156
2022    45    Kalmar        is_186_0119.varType.table.tsv    run_report_samples_is_186_0117-0132.pdf    ERR11281063          SAMEA113373772         PRJEB60156
2022    45    Örebro        is_186_0120.varType.table.tsv    run_report_samples_is_186_0117-0132.pdf    ERR11281064          SAMEA113373773         PRJEB60156
2022    45    Umeå          is_186_0121.varType.table.tsv    run_report_samples_is_186_0117-0132.pdf    ERR11281065          SAMEA113373774         PRJEB60156
2022    45    Uppsala       is_186_0122.varType.table.tsv    run_report_samples_is_186_0117-0132.pdf    ERR11281066          SAMEA113373775         PRJEB60156
2022    45    Helsingborg   is_186_0123.varType.table.tsv    run_report_samples_is_186_0117-0132.pdf    ERR11281067          SAMEA113373776         PRJEB60156
2022    45    Jönköping     is_186_0124.varType.table.tsv    run_report_samples_is_186_0117-0132.pdf    ERR11281068          SAMEA113373777         PRJEB60156
2022    41    Uppsala       is_186_0125.varType.table.tsv    run_report_samples_is_186_0117-0132.pdf    ERR11281069          SAMEA113373778         PRJEB60156
2022    41    Jönköping     is_186_0126.varType.table.tsv    run_report_samples_is_186_0117-0132.pdf    ERR11281070          SAMEA113373779         PRJEB60156
2022    45    Västerås      is_186_0127.varType.table.tsv    run_report_samples_is_186_0117-0132.pdf    ERR11281071          SAMEA113373780         PRJEB60156
2022    43    Stockholm     is_186_0128.varType.table.tsv    run_report_samples_is_186_0117-0132.pdf    ERR11281072          SAMEA113373781         PRJEB60156
2022    43    Malmö         is_186_0129.varType.table.tsv    run_report_samples_is_186_0117-0132.pdf    ERR11281073          SAMEA113373782         PRJEB60156
2022    44    Stockholm     is_186_0130.varType.table.tsv    run_report_samples_is_186_0117-0132.pdf    ERR11281074          SAMEA113373783         PRJEB60156
2022    44    Malmö         is_186_0131.varType.table.tsv    run_report_samples_is_186_0117-0132.pdf    ERR11281075          SAMEA113373784         PRJEB60156
2022    45    Stockholm     is_186_0132.varType.table.tsv    run_report_samples_is_186_0117-0132.pdf    ERR11281076          SAMEA113373785         PRJEB60156
2022    32    Kalmar        is_188_0101.varType.table.tsv    run_report_samples_is_188_0101-0116.pdf    ERR11281077          SAMEA113373799         PRJEB60156
2022    46    Gävle         is_188_0102.varType.table.tsv    run_report_samples_is_188_0101-0116.pdf    ERR11281078          SAMEA113373800         PRJEB60156
2022    46    Helsingborg   is_188_0103.varType.table.tsv    run_report_samples_is_188_0101-0116.pdf    ERR11281079          SAMEA113373801         PRJEB60156
2022    46    Jönköping     is_188_0104.varType.table.tsv    run_report_samples_is_188_0101-0116.pdf    ERR11281080          SAMEA113373802         PRJEB60156
2022    46    Umeå          is_188_0105.varType.table.tsv    run_report_samples_is_188_0101-0116.pdf    ERR11281081          SAMEA113373803         PRJEB60156
2022    46    Uppsala       is_188_0106.varType.table.tsv    run_report_samples_is_188_0101-0116.pdf    ERR11281082          SAMEA113373804         PRJEB60156
2022    46    Västerås      is_188_0107.varType.table.tsv    run_report_samples_is_188_0101-0116.pdf    ERR11281083          SAMEA113373805         PRJEB60156
2022    46    Östersund     is_188_0108.varType.table.tsv    run_report_samples_is_188_0101-0116.pdf    ERR11281084          SAMEA113373806         PRJEB60156
2022    47    Gävle         is_188_0109.varType.table.tsv    run_report_samples_is_188_0101-0116.pdf    ERR11281085          SAMEA113373807         PRJEB60156
2022    47    Helsingborg   is_188_0110.varType.table.tsv    run_report_samples_is_188_0101-0116.pdf    ERR11281086          SAMEA113373808         PRJEB60156
2022    47    Jönköping     is_188_0111.varType.table.tsv    run_report_samples_is_188_0101-0116.pdf    ERR11281087          SAMEA113373809         PRJEB60156
2022    47    Kalmar        is_188_0112.varType.table.tsv    run_report_samples_is_188_0101-0116.pdf    ERR11281088          SAMEA113373810         PRJEB60156
2022    47    Umeå          is_188_0113.varType.table.tsv    run_report_samples_is_188_0101-0116.pdf    ERR11281089          SAMEA113373811         PRJEB60156
2022    47    Uppsala       is_188_0114.varType.table.tsv    run_report_samples_is_188_0101-0116.pdf    ERR11281090          SAMEA113373812         PRJEB60156
2022    47    Västerås      is_188_0115.varType.table.tsv    run_report_samples_is_188_0101-0116.pdf    ERR11281091          SAMEA113373813         PRJEB60156
2022    47    Örebro        is_188_0116.varType.table.tsv    run_report_samples_is_188_0101-0116.pdf    ERR11281092          SAMEA113373815         PRJEB60156
2022    47    Östersund     is_188_0117.varType.table.tsv    run_report_samples_is_188_0117-0132.pdf    ERR11281093          SAMEA113373816         PRJEB60156
2022    48    Gävle         is_188_0118.varType.table.tsv    run_report_samples_is_188_0117-0132.pdf    ERR11281094          SAMEA113373817         PRJEB60156
2022    48    Helsingborg   is_188_0119.varType.table.tsv    run_report_samples_is_188_0117-0132.pdf    ERR11281095          SAMEA113373818         PRJEB60156
2022    48    Jönköping     is_188_0120.varType.table.tsv    run_report_samples_is_188_0117-0132.pdf    ERR11281096          SAMEA113373819         PRJEB60156
2022    48    Kalmar        is_188_0121.varType.table.tsv    run_report_samples_is_188_0117-0132.pdf    ERR11281097          SAMEA113373820         PRJEB60156
2022    48    Umeå          is_188_0122.varType.table.tsv    run_report_samples_is_188_0117-0132.pdf    ERR11281098          SAMEA113373821         PRJEB60156
2022    48    Uppsala       is_188_0123.varType.table.tsv    run_report_samples_is_188_0117-0132.pdf    ERR11281099          SAMEA113373822         PRJEB60156
2022    48    Östersund     is_188_0124.varType.table.tsv    run_report_samples_is_188_0117-0132.pdf    ERR11281100          SAMEA113373823         PRJEB60156
2022    30    Umeå          is_188_0125.varType.table.tsv    run_report_samples_is_188_0117-0132.pdf    ERR11281101          SAMEA113373824         PRJEB60156
2022    46    Örebro        is_188_0126.varType.table.tsv    run_report_samples_is_188_0117-0132.pdf    ERR11281102          SAMEA113373825         PRJEB60156
2022    45    Malmö         is_188_0127.varType.table.tsv    run_report_samples_is_188_0117-0132.pdf    ERR11281103          SAMEA113373826         PRJEB60156
2022    46    Stockholm     is_188_0128.varType.table.tsv    run_report_samples_is_188_0117-0132.pdf    ERR11281104          SAMEA113373827         PRJEB60156
2022    46    Malmö         is_188_0129.varType.table.tsv    run_report_samples_is_188_0117-0132.pdf    ERR11281105          SAMEA113373828         PRJEB60156
2022    47    Stockholm     is_188_0130.varType.table.tsv    run_report_samples_is_188_0117-0132.pdf    ERR11281106          SAMEA113373829         PRJEB60156
2022    47    Malmö         is_188_0131.varType.table.tsv    run_report_samples_is_188_0117-0132.pdf    ERR11281107          SAMEA113373830         PRJEB60156
2022    48    Stockholm     is_188_0132.varType.table.tsv    run_report_samples_is_188_0117-0132.pdf    ERR11281108          SAMEA113373831         PRJEB60156
2022    49    Uppsala       is_189_0101.varType.table.tsv    run_report_samples_is_189_0101-0116.pdf    ERR11281109          SAMEA113373842         PRJEB60156
2022    49    Umeå          is_189_0102.varType.table.tsv    run_report_samples_is_189_0101-0116.pdf    ERR11281110          SAMEA113373843         PRJEB60156
2022    49    Jönköping     is_189_0103.varType.table.tsv    run_report_samples_is_189_0101-0116.pdf    ERR11281111          SAMEA113373844         PRJEB60156
2022    50    Uppsala       is_189_0104.varType.table.tsv    run_report_samples_is_189_0101-0116.pdf    ERR11281112          SAMEA113373845         PRJEB60156
2022    50    Gävle         is_189_0105.varType.table.tsv    run_report_samples_is_189_0101-0116.pdf    ERR11281113          SAMEA113373846         PRJEB60156
2022    50    Örebro        is_189_0106.varType.table.tsv    run_report_samples_is_189_0101-0116.pdf    ERR11281114          SAMEA113373847         PRJEB60156
2022    50    Umeå          is_189_0107.varType.table.tsv    run_report_samples_is_189_0101-0116.pdf    ERR11281115          SAMEA113373848         PRJEB60156
2022    50    Kalmar        is_189_0108.varType.table.tsv    run_report_samples_is_189_0101-0116.pdf    ERR11281116          SAMEA113373849         PRJEB60156
2022    50    Helsingborg   is_189_0109.varType.table.tsv    run_report_samples_is_189_0101-0116.pdf    ERR11281117          SAMEA113373850         PRJEB60156
2022    50    Jönköping     is_189_0110.varType.table.tsv    run_report_samples_is_189_0101-0116.pdf    ERR11281118          SAMEA113373852         PRJEB60156
2022    50    Västerås      is_189_0111.varType.table.tsv    run_report_samples_is_189_0101-0116.pdf    ERR11281119          SAMEA113373853         PRJEB60156
2022    50    Östersund     is_189_0112.varType.table.tsv    run_report_samples_is_189_0101-0116.pdf    ERR11281120          SAMEA113373854         PRJEB60156
2022    51    Uppsala       is_189_0113.varType.table.tsv    run_report_samples_is_189_0101-0116.pdf    ERR11281121          SAMEA113373855         PRJEB60156
2022    51    Gävle         is_189_0114.varType.table.tsv    run_report_samples_is_189_0101-0116.pdf    ERR11281122          SAMEA113373856         PRJEB60156
2022    51    Örebro        is_189_0115.varType.table.tsv    run_report_samples_is_189_0101-0116.pdf    ERR11281123          SAMEA113373857         PRJEB60156
2022    51    Umeå          is_189_0116.varType.table.tsv    run_report_samples_is_189_0101-0116.pdf    ERR11281124          SAMEA113373858         PRJEB60156
2022    51    Kalmar        is_189_0117.varType.table.tsv    run_report_samples_is_189_0117-0123.pdf    ERR11281125          SAMEA113373859         PRJEB60156
2022    51    Helsingborg   is_189_0118.varType.table.tsv    run_report_samples_is_189_0117-0123.pdf    ERR11281126          SAMEA113373860         PRJEB60156
2022    51    Jönköping     is_189_0119.varType.table.tsv    run_report_samples_is_189_0117-0123.pdf    ERR11281127          SAMEA113373861         PRJEB60156
2022    51    Västerås      is_189_0120.varType.table.tsv    run_report_samples_is_189_0117-0123.pdf    ERR11281128          SAMEA113373863         PRJEB60156
2022    51    Östersund     is_189_0121.varType.table.tsv    run_report_samples_is_189_0117-0123.pdf    ERR11281129          SAMEA113373864         PRJEB60156
2022    52    Uppsala       is_189_0122.varType.table.tsv    run_report_samples_is_189_0117-0123.pdf    ERR11281130          SAMEA113373865         PRJEB60156
2022    52    Jönköping     is_189_0123.varType.table.tsv    run_report_samples_is_189_0117-0123.pdf    ERR11281131          SAMEA113373866         PRJEB60156
